timestamp,open,high,low,close,volume
2023-01-02 00:00:00,1.06994,1.07073,1.06885,1.0703,1738.0
2023-01-02 04:00:00,1.0703,1.0707,1.0686,1.06978,1205.0
2023-01-02 08:00:00,1.06975,1.06992,1.0663,1.06798,6378.0
2023-01-02 12:00:00,1.06797,1.06991,1.06741,1.06823,5121.0
2023-01-02 16:00:00,1.06823,1.06858,1.06512,1.06553,5286.0
2023-01-02 20:00:00,1.06553,1.06676,1.06503,1.06617,3819.0
2023-01-03 00:00:00,1.06615,1.06832,1.06502,1.06705,6530.0
2023-01-03 04:00:00,1.06703,1.06803,1.06504,1.06673,14076.0
2023-01-03 08:00:00,1.06673,1.06707,1.05508,1.05518,20229.0
2023-01-03 12:00:00,1.05514,1.0561,1.05194,1.05356,22677.0
2023-01-03 16:00:00,1.05355,1.05973,1.05303,1.0558,32330.0
2023-01-03 20:00:00,1.05581,1.05686,1.05401,1.05515,14406.0
2023-01-04 00:00:00,1.05515,1.05611,1.05404,1.0558,10784.0
2023-01-04 04:00:00,1.0558,1.05745,1.0557,1.05729,8375.0
2023-01-04 08:00:00,1.05728,1.06354,1.05596,1.06158,23150.0
2023-01-04 12:00:00,1.06153,1.06299,1.05988,1.06073,17846.0
2023-01-04 16:00:00,1.06074,1.06282,1.05812,1.06189,34150.0
2023-01-04 20:00:00,1.06192,1.06199,1.0585,1.06033,20992.0
2023-01-05 00:00:00,1.06035,1.06311,1.05998,1.06292,8276.0
2023-01-05 04:00:00,1.06293,1.06312,1.06034,1.06042,10009.0
2023-01-05 08:00:00,1.06043,1.06278,1.05902,1.062,17422.0
2023-01-05 12:00:00,1.062,1.06289,1.05982,1.05996,15283.0
2023-01-05 16:00:00,1.05997,1.06082,1.0515,1.05211,35239.0
2023-01-05 20:00:00,1.05211,1.05431,1.05187,1.052,17591.0
2023-01-06 00:00:00,1.052,1.05316,1.05156,1.05293,5620.0
2023-01-06 04:00:00,1.05295,1.05365,1.05224,1.05244,7777.0
2023-01-06 08:00:00,1.05245,1.0531,1.05068,1.05184,15954.0
2023-01-06 12:00:00,1.05183,1.05195,1.04832,1.04947,16552.0
2023-01-06 16:00:00,1.04945,1.06225,1.04819,1.06186,45858.0
2023-01-06 20:00:00,1.06188,1.0648,1.06164,1.06462,15872.0
2023-01-07 00:00:00,1.0646,1.0646,1.06419,1.06428,1014.0
2023-01-09 00:00:00,1.06401,1.06677,1.06356,1.06613,6267.0
2023-01-09 04:00:00,1.06616,1.06783,1.06553,1.06766,9808.0
2023-01-09 08:00:00,1.06766,1.06996,1.06678,1.069,16881.0
2023-01-09 12:00:00,1.069,1.06936,1.066,1.06889,16389.0
2023-01-09 16:00:00,1.06889,1.07606,1.06853,1.07581,27331.0
2023-01-09 20:00:00,1.0758,1.07598,1.07307,1.07312,17494.0
2023-01-10 00:00:00,1.07311,1.07385,1.07206,1.07275,7230.0
2023-01-10 04:00:00,1.07275,1.07424,1.07213,1.07307,12048.0
2023-01-10 08:00:00,1.07307,1.07473,1.0722,1.07384,15756.0
2023-01-10 12:00:00,1.07385,1.07518,1.07155,1.07193,16090.0
2023-01-10 16:00:00,1.07195,1.07593,1.07121,1.07361,31455.0
2023-01-10 20:00:00,1.0736,1.07441,1.07277,1.07359,10827.0
2023-01-11 00:00:00,1.07368,1.07453,1.07312,1.0745,6643.0
2023-01-11 04:00:00,1.0745,1.0745,1.07256,1.07386,7667.0
2023-01-11 08:00:00,1.07387,1.07574,1.07288,1.07297,13348.0
2023-01-11 12:00:00,1.07296,1.07552,1.07254,1.07405,14387.0
2023-01-11 16:00:00,1.07405,1.07764,1.07376,1.07387,22424.0
2023-01-11 20:00:00,1.0739,1.0768,1.07351,1.07539,11914.0
2023-01-12 00:00:00,1.07542,1.07745,1.07497,1.07612,8504.0
2023-01-12 04:00:00,1.07614,1.07734,1.07604,1.07716,8492.0
2023-01-12 08:00:00,1.07717,1.07753,1.07454,1.0748,12186.0
2023-01-12 12:00:00,1.07479,1.07735,1.07428,1.07627,15113.0
2023-01-12 16:00:00,1.07627,1.08384,1.07269,1.08224,53986.0
2023-01-12 20:00:00,1.08223,1.08669,1.08213,1.08523,22265.0
2023-01-13 00:00:00,1.08527,1.08679,1.08418,1.08522,6653.0
2023-01-13 04:00:00,1.08523,1.08562,1.08315,1.08399,12239.0
2023-01-13 08:00:00,1.08399,1.08641,1.08316,1.08553,17664.0
2023-01-13 12:00:00,1.08555,1.08601,1.08032,1.08118,17439.0
2023-01-13 16:00:00,1.08118,1.08386,1.07804,1.08101,30816.0
2023-01-13 20:00:00,1.081,1.08357,1.08066,1.08324,11520.0
2023-01-14 00:00:00,1.08325,1.08344,1.08287,1.08326,1169.0
2023-01-16 00:00:00,1.0829,1.08443,1.08204,1.08417,6012.0
2023-01-16 04:00:00,1.08415,1.08741,1.08406,1.08528,11723.0
2023-01-16 08:00:00,1.08529,1.0861,1.08024,1.08034,16022.0
2023-01-16 12:00:00,1.08035,1.08366,1.08013,1.08151,13449.0
2023-01-16 16:00:00,1.08152,1.0829,1.08059,1.08247,12971.0
2023-01-16 20:00:00,1.08244,1.08266,1.08108,1.08204,3070.0
2023-01-17 00:00:00,1.08204,1.08336,1.08161,1.08286,5694.0
2023-01-17 04:00:00,1.08285,1.08328,1.08061,1.08262,11560.0
2023-01-17 08:00:00,1.08258,1.08385,1.08118,1.08273,15497.0
2023-01-17 12:00:00,1.08272,1.08577,1.0809,1.08525,18699.0
2023-01-17 16:00:00,1.08525,1.08693,1.0786,1.07925,33991.0
2023-01-17 20:00:00,1.07928,1.08038,1.07743,1.07936,11956.0
