timestamp,open,high,low,close,volume
2023-05-01 02:00:00,1.10195,1.10212,1.10147,1.1015,32.0
2023-05-01 02:15:00,1.10149,1.10169,1.10144,1.10169,18.0
2023-05-01 02:30:00,1.1019,1.1019,1.10149,1.10155,43.0
2023-05-01 02:45:00,1.10155,1.10175,1.10149,1.10165,29.0
2023-05-01 03:00:00,1.1017,1.10202,1.10133,1.10163,238.0
2023-05-01 03:15:00,1.10166,1.10186,1.10134,1.10141,220.0
2023-05-01 03:30:00,1.10142,1.10149,1.10107,1.10119,206.0
2023-05-01 03:45:00,1.10119,1.10138,1.10107,1.10114,204.0
2023-05-01 04:00:00,1.10113,1.10134,1.10105,1.1011,218.0
2023-05-01 04:15:00,1.10109,1.10126,1.10106,1.10124,126.0
2023-05-01 04:30:00,1.10124,1.10134,1.10101,1.10107,134.0
2023-05-01 04:45:00,1.10107,1.10115,1.10102,1.10106,150.0
2023-05-01 05:00:00,1.10109,1.10143,1.10104,1.10108,395.0
2023-05-01 05:15:00,1.10109,1.10111,1.10064,1.10068,375.0
2023-05-01 05:30:00,1.10067,1.10098,1.10063,1.10089,230.0
2023-05-01 05:45:00,1.10088,1.10104,1.10044,1.10055,313.0
2023-05-01 06:00:00,1.10057,1.10064,1.10028,1.10037,350.0
2023-05-01 06:15:00,1.10038,1.10062,1.1002399999999999,1.1006,357.0
2023-05-01 06:30:00,1.1006,1.1008499999999999,1.10046,1.10054,369.0
2023-05-01 06:45:00,1.10054,1.10059,1.1002,1.10039,299.0
2023-05-01 07:00:00,1.10038,1.10042,1.10009,1.1002399999999999,267.0
2023-05-01 07:15:00,1.10025,1.10033,1.10007,1.10031,197.0
2023-05-01 07:30:00,1.10031,1.10068,1.10026,1.10059,332.0
2023-05-01 07:45:00,1.10059,1.10082,1.10047,1.10082,260.0
2023-05-01 08:00:00,1.10081,1.10105,1.10055,1.10093,341.0
2023-05-01 08:15:00,1.10094,1.1012,1.10088,1.10113,324.0
2023-05-01 08:30:00,1.10112,1.10112,1.10083,1.10093,305.0
2023-05-01 08:45:00,1.10094,1.1014,1.10088,1.1014,305.0
2023-05-01 09:00:00,1.1014,1.10143,1.10106,1.10115,344.0
2023-05-01 09:15:00,1.10116,1.10135,1.10099,1.10135,411.0
2023-05-01 09:30:00,1.10135,1.10135,1.10082,1.10083,274.0
2023-05-01 09:45:00,1.10084,1.10087,1.10032,1.10063,264.0
2023-05-01 10:00:00,1.10062,1.10062,1.10039,1.10045,239.0
2023-05-01 10:15:00,1.10046,1.1006,1.10028,1.10034,332.0
2023-05-01 10:30:00,1.10033,1.10078,1.10009,1.10074,369.0
2023-05-01 10:45:00,1.10073,1.10088,1.10043,1.10059,346.0
2023-05-01 11:00:00,1.10057,1.10064,1.1001,1.10026,572.0
2023-05-01 11:15:00,1.10026,1.10026,1.09949,1.09968,515.0
2023-05-01 11:30:00,1.09968,1.10016,1.09948,1.10016,504.0
2023-05-01 11:45:00,1.10016,1.10055,1.09965,1.09978,647.0
2023-05-01 12:00:00,1.09979,1.10043,1.09977,1.09988,681.0
2023-05-01 12:15:00,1.09986,1.10058,1.09972,1.10021,680.0
2023-05-01 12:30:00,1.10022,1.10046,1.09965,1.10003,487.0
2023-05-01 12:45:00,1.10003,1.10033,1.09973,1.10033,506.0
2023-05-01 13:00:00,1.10033,1.10033,1.09974,1.09992,514.0
2023-05-01 13:15:00,1.0999,1.09992,1.09918,1.09944,691.0
2023-05-01 13:30:00,1.09942,1.09965,1.09916,1.09959,578.0
2023-05-01 13:45:00,1.09953,1.09974,1.09915,1.09922,350.0
2023-05-01 14:00:00,1.09921,1.09954,1.09884,1.09945,442.0
2023-05-01 14:15:00,1.09946,1.10009,1.09937,1.10003,332.0
2023-05-01 14:30:00,1.10003,1.10021,1.09988,1.10021,301.0
2023-05-01 14:45:00,1.10022,1.10044,1.10017,1.10031,365.0
2023-05-01 15:00:00,1.10029,1.10068,1.1002,1.10022,550.0
2023-05-01 15:15:00,1.10018,1.10032,1.09997,1.10023,731.0
2023-05-01 15:30:00,1.10023,1.10065,1.10006,1.10063,442.0
2023-05-01 15:45:00,1.10063,1.10095,1.10047,1.10089,266.0
2023-05-01 16:00:00,1.10093,1.10098,1.10067,1.1007,430.0
2023-05-01 16:15:00,1.10071,1.10118,1.10062,1.10109,456.0
2023-05-01 16:30:00,1.10109,1.10138,1.10089,1.10105,469.0
2023-05-01 16:45:00,1.10105,1.1014,1.10082,1.10133,546.0
2023-05-01 17:00:00,1.10133,1.10134,1.10076,1.10116,832.0
2023-05-01 17:15:00,1.10117,1.10199,1.10116,1.10167,824.0
2023-05-01 17:30:00,1.10163,1.10304,1.10131,1.10298,1027.0
2023-05-01 17:45:00,1.10297,1.10335,1.1025,1.10327,1266.0
2023-05-01 18:00:00,1.10328,1.10355,1.10262,1.10267,1265.0
